Material Typ;Material Typ;Kategorie;UUID;Name;MaterialTemplatesID;Bezugsgröße;Bezugseinheit;Dichte [kg/m3];Flächendichte [kg/m2];Längengewicht [kg/m];Umrechnungsfaktor auf 1kg;Wärmeleitfähigkeit [W/m*K];spez. Wärmekapazität [kJ/kg*K];EPD Modul;GWP;ODP;POCP;AP;EP;PENRT;PENRM;PENRE;PERT;PERM;PERE;ADPE;ADPF;costs;WDVS;weblink oekobaudat;weblink erw. Stoffeigen;weblink Kosten
Beschichtungen;Beschichtungen;Reaktionsharze;72121677-fe96-4504-b3fe-f67324a5dac0;Reaktionsharze auf Polyurethanbasis, ungefüllt/lösemittelfrei, polyolhaltig;;1;kg;;;;1;;;D;-0.125;-1.34E-10;-4.39E-05;-0.000315;-2.77E-05;-1.66;;;-0.0674;;;-6.35E-09;-1.66;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=72121677-fe96-4504-b3fe-f67324a5dac0;;
Beschichtungen;Beschichtungen;Reaktionsharze;9f8275f4-e3c2-41fd-bb15-e08d3f5b5051;Reaktionsharze auf Polyurethan- oder SMP-Basis, gefüllt oder auf wässriger Basis, lösemittelfrei;;1;kg;;;;1;;;A1 - A3;4.66;3.40E-08;0.0025;0.0143;0.00267;89.2;19.8;69.4;3.18;0;3.18;2.55E-05;87;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=9f8275f4-e3c2-41fd-bb15-e08d3f5b5051;;
Beschichtungen;Beschichtungen;Reaktionsharze;9f8275f4-e3c2-41fd-bb15-e08d3f5b5051;Reaktionsharze auf Polyurethan- oder SMP-Basis, gefüllt oder auf wässriger Basis, lösemittelfrei;;1;kg;;;;1;;;A4;0.0258;1.38E-12;-7.03E-05;0.000164;4.06E-05;0.356;;;0.0142;;;1.18E-09;0.356;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=9f8275f4-e3c2-41fd-bb15-e08d3f5b5051;;
Beschichtungen;Beschichtungen;Reaktionsharze;9f8275f4-e3c2-41fd-bb15-e08d3f5b5051;Reaktionsharze auf Polyurethan- oder SMP-Basis, gefüllt oder auf wässriger Basis, lösemittelfrei;;1;kg;;;;1;;;A5;0.125;4.50E-12;1.30E-06;1.45E-05;2.94E-06;0.0296;;;0.00219;;;1.82E-09;0.0296;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=9f8275f4-e3c2-41fd-bb15-e08d3f5b5051;;
Beschichtungen;Beschichtungen;Reaktionsharze;9f8275f4-e3c2-41fd-bb15-e08d3f5b5051;Reaktionsharze auf Polyurethan- oder SMP-Basis, gefüllt oder auf wässriger Basis, lösemittelfrei;;1;kg;;;;1;;;D;-0.125;-1.34E-10;-4.39E-05;-0.000315;-2.77E-05;-1.66;;;-0.0674;;;-6.35E-09;-1.66;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=9f8275f4-e3c2-41fd-bb15-e08d3f5b5051;;
Kunststoffe;Kunststoffe;Rohre;d9baa9f5-b9d2-4f8f-928d-2f4116b36662;Regenabflussrohr PVC;;1;kg;;;;1;;;A1 - A3;2.614885873;1.27E-10;0.001385689;0.004463559;0.000770817;57.89546464;25.3;32.59546464;5.443844701;0;5.443844701;2.24E-05;53.46847364;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=d9baa9f5-b9d2-4f8f-928d-2f4116b36662;;
Metalle;Metalle;Stahl und Eisen;64e16249-8051-483b-968e-46008a43ef18;Regenabflussrohr SML;;1;kg;;;;1;;;A1 - A3;2.771756167;2.01E-11;0.002204542;0.009637451;0.00083102;28.7001024;0;28.7001024;1.002148755;0;1.002148755;3.21E-07;28.21504834;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=64e16249-8051-483b-968e-46008a43ef18;;
Kunststoffe;Kunststoffe;Dachbahnen;58980370-733c-42c6-8796-0131024116ac;RESITRIX® MB und CL;;1;m2;;3.5;;0.2857;;;A1 - A3;1.531352;2.86E-10;0.000594256;0.00377124;0.000359982;53.7116;29.9985;23.74167;2.208461;0;2.208461;1.00E-05;52.2831;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=58980370-733c-42c6-8796-0131024116ac;;
Kunststoffe;Kunststoffe;Dachbahnen;58980370-733c-42c6-8796-0131024116ac;RESITRIX® MB und CL;;1;m2;;3.5;;0.2857;;;C2;0.002322741;4.86E-14;-3.60E-06;1.05E-05;2.54E-06;0.0317127;;;0.00188562;;;1.07E-10;0.0317127;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=58980370-733c-42c6-8796-0131024116ac;;
Kunststoffe;Kunststoffe;Dachbahnen;58980370-733c-42c6-8796-0131024116ac;RESITRIX® MB und CL;;1;m2;;3.5;;0.2857;;;C4;2.459877;1.17E-11;4.51E-05;0.00071425;5.00E-05;0.62854;;;0.0574257;;;1.07E-07;0.548544;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=58980370-733c-42c6-8796-0131024116ac;;
Kunststoffe;Kunststoffe;Dachbahnen;58980370-733c-42c6-8796-0131024116ac;RESITRIX® MB und CL;;1;m2;;3.5;;0.2857;;;D;-1.299935;-3.94E-10;-0.000165135;-0.00179991;-0.00020199;-19.82758;;;-1.888477;;;-1.34E-07;-17.11343;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=58980370-733c-42c6-8796-0131024116ac;;
Kunststoffe;Kunststoffe;Dachbahnen;114c892b-b2c5-4b04-9c93-2a7fcc956646;RESITRIX® SK W Full Bond und RESITRIX® SK Partial Bond;;1;m2;;2.75;;0.3636;;;A1 - A3;2.152512;4.04E-10;0.000792648;0.00483588;0.000487224;66.1752;27.41544;38.9052;2.756088;0;2.756088;1.36E-05;63.9936;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=114c892b-b2c5-4b04-9c93-2a7fcc956646;;
Kunststoffe;Kunststoffe;Dachbahnen;114c892b-b2c5-4b04-9c93-2a7fcc956646;RESITRIX® SK W Full Bond und RESITRIX® SK Partial Bond;;1;m2;;2.75;;0.3636;;;C2;0.002323404;4.84E-14;-3.61E-06;1.05E-05;2.55E-06;0.03185136;;;0.001887084;;;1.07E-10;0.03174228;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=114c892b-b2c5-4b04-9c93-2a7fcc956646;;
Kunststoffe;Kunststoffe;Dachbahnen;114c892b-b2c5-4b04-9c93-2a7fcc956646;RESITRIX® SK W Full Bond und RESITRIX® SK Partial Bond;;1;m2;;2.75;;0.3636;;;C4;2.250684;1.15E-11;3.75E-05;0.0005454;4.65E-05;0.59994;;;0.0567216;;;1.04E-07;0.519948;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=114c892b-b2c5-4b04-9c93-2a7fcc956646;;
Kunststoffe;Kunststoffe;Dachbahnen;114c892b-b2c5-4b04-9c93-2a7fcc956646;RESITRIX® SK W Full Bond und RESITRIX® SK Partial Bond;;1;m2;;2.75;;0.3636;;;D;-1.170792;-3.54E-10;-0.000149076;-0.001625292;-0.000182527;-17.92548;;;-1.705284;;;-1.21E-07;-15.453;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=114c892b-b2c5-4b04-9c93-2a7fcc956646;;
Metalle;Metalle;Zink;d0b1b134-cc78-4110-9aae-43642aa6f7ce;RHEINZINK-prePATINA® blaugrau und schiefergrau;;1;kg;7200;;;1;;;A1 - A3;3.9;3.40E-07;0.0015;0.023;0.0027;51;0;51;8.8;0;8.8;0.0002;38;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=d0b1b134-cc78-4110-9aae-43642aa6f7ce&version=00.03.000;;
Metalle;Metalle;Zink;d0b1b134-cc78-4110-9aae-43642aa6f7ce;RHEINZINK-prePATINA® blaugrau und schiefergrau;;1;kg;7200;;;1;;;D;-2.6;-3.00E-07;-0.0011;-0.019;-0.0021;-35;0;-35;-6.7;0;-6.7;-0.00016;-25;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=d0b1b134-cc78-4110-9aae-43642aa6f7ce&version=00.03.000;;
Metalle;Metalle;Zink;06c028a6-d2c2-44d1-86e6-1272586ee3a8;RHEINZINK-prePATINA® walzblank;;1;kg;7200;;;1;;;A1 - A3;3.6;3.30E-07;0.0014;0.025;0.0025;47;0;47;8.3;0;8.3;0.00019;35;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=06c028a6-d2c2-44d1-86e6-1272586ee3a8&version=00.03.000;;
Metalle;Metalle;Zink;06c028a6-d2c2-44d1-86e6-1272586ee3a8;RHEINZINK-prePATINA® walzblank;;1;kg;7200;;;1;;;D;-2.6;-3.00E-07;-0.0011;-0.019;-0.0021;-35;0;-35;-6.7;0;-6.7;-0.00016;-25;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=06c028a6-d2c2-44d1-86e6-1272586ee3a8&version=00.03.000;;
Metalle;Metalle;Zink;84c1a3ff-e275-4faa-8e2f-51ba1d453bc6;RHEINZINK-PROTECT®;;1;kg;7200;;;1;;;A1 - A3;5.7;4.60E-07;0.0021;0.032;0.0036;76;0;76;12;0;12;0.00027;58;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=84c1a3ff-e275-4faa-8e2f-51ba1d453bc6&version=00.03.000;;
Metalle;Metalle;Zink;84c1a3ff-e275-4faa-8e2f-51ba1d453bc6;RHEINZINK-PROTECT®;;1;kg;7200;;;1;;;D;-2.6;-3.00E-07;-0.0011;-0.019;-0.0021;-35;0;-35;-6.7;0;-6.7;-0.00016;-25;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=84c1a3ff-e275-4faa-8e2f-51ba1d453bc6&version=00.03.000;;
Kunststoffe;Kunststoffe;Dachbahnen;e24a3ad6-9df3-4165-b8f0-393211a7838a;Rhepanol hfk;;1;m2;;1.934;;0.517;;;A1 - A3;3.94471;4.97E-10;0.00154066;0.0132869;0.00085305;82.203;31.537;50.666;7.4448;0;7.4448;2.12E-05;75.999;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=e24a3ad6-9df3-4165-b8f0-393211a7838a;;
Kunststoffe;Kunststoffe;Dachbahnen;aa728ab7-e807-4cbf-9769-973a674cbe13;Rhepanol hfk-sk;;1;m2;;2.139;;0.468;;;A1 - A3;3.97332;2.33E-10;0.00159588;0.0149292;0.0008892;82.368;31.59;51.012;7.5348;0;7.5348;3.11E-06;76.752;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=aa728ab7-e807-4cbf-9769-973a674cbe13;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;30d74ee0-5d68-4a00-8010-95d5ca105204;Rigips Bauplatte impr. RBI - 12,5 mm (760 kg/m³ u. 9,5 kg/m²);;1;m2;760;9.5;;0.105263158;;;A1 - A3;0.136201591;1.01E-09;4.67E-05;0.000413039;0.000104567;3.250429732;0.099157895;3.151271837;1.028149435;0.544631579;0.483517856;1.42E-07;3.034131326;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=30d74ee0-5d68-4a00-8010-95d5ca105204;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;30d74ee0-5d68-4a00-8010-95d5ca105204;Rigips Bauplatte impr. RBI - 12,5 mm (760 kg/m³ u. 9,5 kg/m²);;1;m2;760;9.5;;0.105263158;;;A1;-0.00124055;9.55E-10;1.81E-05;0.000225478;8.03E-05;0.910222394;0.099157895;0.811064499;0.786801453;0.544631579;0.242169873;1.27E-07;0.729503306;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=30d74ee0-5d68-4a00-8010-95d5ca105204;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;30d74ee0-5d68-4a00-8010-95d5ca105204;Rigips Bauplatte impr. RBI - 12,5 mm (760 kg/m³ u. 9,5 kg/m²);;1;m2;760;9.5;;0.105263158;;;A2;0.00173258;3.46E-12;8.93E-07;7.81E-06;1.82E-06;0.00829659;0;0.00829659;0.01629176;0;0.01629176;3.68E-11;0.02435279;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=30d74ee0-5d68-4a00-8010-95d5ca105204;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;30d74ee0-5d68-4a00-8010-95d5ca105204;Rigips Bauplatte impr. RBI - 12,5 mm (760 kg/m³ u. 9,5 kg/m²);;1;m2;760;9.5;;0.105263158;;;A3;0.135709561;5.42E-11;2.77E-05;0.000179755;2.25E-05;2.331910749;0;2.331910749;0.225056223;0;0.225056223;1.43E-08;2.28027523;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=30d74ee0-5d68-4a00-8010-95d5ca105204;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;30d74ee0-5d68-4a00-8010-95d5ca105204;Rigips Bauplatte impr. RBI - 12,5 mm (760 kg/m³ u. 9,5 kg/m²);;1;m2;760;9.5;;0.105263158;;;A4;0.014026647;2.71E-11;7.04E-06;6.33E-05;1.41E-05;0.201533319;0;0.201533319;0.002739649;0;0.002739649;3.88E-10;0.19504589;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=30d74ee0-5d68-4a00-8010-95d5ca105204;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;30d74ee0-5d68-4a00-8010-95d5ca105204;Rigips Bauplatte impr. RBI - 12,5 mm (760 kg/m³ u. 9,5 kg/m²);;1;m2;760;9.5;;0.105263158;;;A5;0.024080732;7.33E-10;1.04E-05;9.58E-05;2.66E-05;0.354383709;0.005473684;0.348910025;0.064453439;0.027263158;0.037190281;5.44E-07;0.3227003;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=30d74ee0-5d68-4a00-8010-95d5ca105204;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;30d74ee0-5d68-4a00-8010-95d5ca105204;Rigips Bauplatte impr. RBI - 12,5 mm (760 kg/m³ u. 9,5 kg/m²);;1;m2;760;9.5;;0.105263158;;;B1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=30d74ee0-5d68-4a00-8010-95d5ca105204;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;30d74ee0-5d68-4a00-8010-95d5ca105204;Rigips Bauplatte impr. RBI - 12,5 mm (760 kg/m³ u. 9,5 kg/m²);;1;m2;760;9.5;;0.105263158;;;B2;0;0;0;0;0;0;0;0;0;0;0;0;0;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=30d74ee0-5d68-4a00-8010-95d5ca105204;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;30d74ee0-5d68-4a00-8010-95d5ca105204;Rigips Bauplatte impr. RBI - 12,5 mm (760 kg/m³ u. 9,5 kg/m²);;1;m2;760;9.5;;0.105263158;;;B3;0;0;0;0;0;0;0;0;0;0;0;0;0;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=30d74ee0-5d68-4a00-8010-95d5ca105204;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;30d74ee0-5d68-4a00-8010-95d5ca105204;Rigips Bauplatte impr. RBI - 12,5 mm (760 kg/m³ u. 9,5 kg/m²);;1;m2;760;9.5;;0.105263158;;;B4;0;0;0;0;0;0;0;0;0;0;0;0;0;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=30d74ee0-5d68-4a00-8010-95d5ca105204;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;30d74ee0-5d68-4a00-8010-95d5ca105204;Rigips Bauplatte impr. RBI - 12,5 mm (760 kg/m³ u. 9,5 kg/m²);;1;m2;760;9.5;;0.105263158;;;B5;0;0;0;0;0;0;0;0;0;0;0;0;0;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=30d74ee0-5d68-4a00-8010-95d5ca105204;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;30d74ee0-5d68-4a00-8010-95d5ca105204;Rigips Bauplatte impr. RBI - 12,5 mm (760 kg/m³ u. 9,5 kg/m²);;1;m2;760;9.5;;0.105263158;;;B6;0;0;0;0;0;0;0;0;0;0;0;0;0;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=30d74ee0-5d68-4a00-8010-95d5ca105204;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;30d74ee0-5d68-4a00-8010-95d5ca105204;Rigips Bauplatte impr. RBI - 12,5 mm (760 kg/m³ u. 9,5 kg/m²);;1;m2;760;9.5;;0.105263158;;;B7;0;0;0;0;0;0;0;0;0;0;0;0;0;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=30d74ee0-5d68-4a00-8010-95d5ca105204;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;30d74ee0-5d68-4a00-8010-95d5ca105204;Rigips Bauplatte impr. RBI - 12,5 mm (760 kg/m³ u. 9,5 kg/m²);;1;m2;760;9.5;;0.105263158;;;C1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=30d74ee0-5d68-4a00-8010-95d5ca105204;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;30d74ee0-5d68-4a00-8010-95d5ca105204;Rigips Bauplatte impr. RBI - 12,5 mm (760 kg/m³ u. 9,5 kg/m²);;1;m2;760;9.5;;0.105263158;;;C2;0.002331353;4.65E-12;1.20E-06;1.05E-05;2.45E-06;0.033042431;0;0.033042431;4.36E-05;0;4.36E-05;4.96E-11;0.032769015;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=30d74ee0-5d68-4a00-8010-95d5ca105204;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;30d74ee0-5d68-4a00-8010-95d5ca105204;Rigips Bauplatte impr. RBI - 12,5 mm (760 kg/m³ u. 9,5 kg/m²);;1;m2;760;9.5;;0.105263158;;;C3;0;0;0;0;0;0;0;0;0;0;0;0;0;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=30d74ee0-5d68-4a00-8010-95d5ca105204;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;30d74ee0-5d68-4a00-8010-95d5ca105204;Rigips Bauplatte impr. RBI - 12,5 mm (760 kg/m³ u. 9,5 kg/m²);;1;m2;760;9.5;;0.105263158;;;C4;0.066851209;2.15E-09;9.41E-06;7.28E-05;1.77E-05;0.229121141;0;0.229121141;0.003130505;0;0.003130505;7.58E-09;0.221816569;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=30d74ee0-5d68-4a00-8010-95d5ca105204;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;30d74ee0-5d68-4a00-8010-95d5ca105204;Rigips Bauplatte impr. RBI - 12,5 mm (760 kg/m³ u. 9,5 kg/m²);;1;m2;760;9.5;;0.105263158;;;D;0;0;0;0;0;0;0;0;0;0;0;0;0;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=30d74ee0-5d68-4a00-8010-95d5ca105204;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;63d50c1e-287e-4c1d-bdc7-a5858e7f558e;Rigips Bauplatte impr. RBI - 15 mm (810 kg/m³ u. 12,15 kg/m²);;1;m2;810;12.15;;0.082304527;;;A1 - A3;0.136494222;9.47E-10;4.38E-05;0.000382144;9.76E-05;3.114457017;0.097695474;3.016761543;0.860911813;0.425843623;0.43506819;1.34E-07;2.897959675;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=63d50c1e-287e-4c1d-bdc7-a5858e7f558e;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;63d50c1e-287e-4c1d-bdc7-a5858e7f558e;Rigips Bauplatte impr. RBI - 15 mm (810 kg/m³ u. 12,15 kg/m²);;1;m2;810;12.15;;0.082304527;;;A1;0.00126004;8.89E-10;1.57E-05;0.000198463;7.40E-05;0.795419203;0.097695474;0.697723729;0.639040301;0.425843623;0.213196678;1.20E-07;0.629989491;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=63d50c1e-287e-4c1d-bdc7-a5858e7f558e;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;63d50c1e-287e-4c1d-bdc7-a5858e7f558e;Rigips Bauplatte impr. RBI - 15 mm (810 kg/m³ u. 12,15 kg/m²);;1;m2;810;12.15;;0.082304527;;;A2;0.001440752;2.88E-12;7.42E-07;6.49E-06;1.51E-06;0.020419887;0;0.020419887;2.69E-05;0;2.69E-05;3.06E-11;0.020250918;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=63d50c1e-287e-4c1d-bdc7-a5858e7f558e;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;63d50c1e-287e-4c1d-bdc7-a5858e7f558e;Rigips Bauplatte impr. RBI - 15 mm (810 kg/m³ u. 12,15 kg/m²);;1;m2;810;12.15;;0.082304527;;;A3;0.13379343;5.34E-11;2.73E-05;0.000177189;2.22E-05;2.298617927;0;2.298617927;0.221844596;0;0.221844596;1.42E-08;2.247719265;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=63d50c1e-287e-4c1d-bdc7-a5858e7f558e;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;63d50c1e-287e-4c1d-bdc7-a5858e7f558e;Rigips Bauplatte impr. RBI - 15 mm (810 kg/m³ u. 12,15 kg/m²);;1;m2;810;12.15;;0.082304527;;;A4;0.013826484;2.66E-11;6.95E-06;6.24E-05;1.39E-05;0.198657392;0;0.198657392;0.002700554;0;0.002700554;3.83E-10;0.19226254;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=63d50c1e-287e-4c1d-bdc7-a5858e7f558e;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;63d50c1e-287e-4c1d-bdc7-a5858e7f558e;Rigips Bauplatte impr. RBI - 15 mm (810 kg/m³ u. 12,15 kg/m²);;1;m2;810;12.15;;0.082304527;;;A5;0.023737046;7.22E-10;1.02E-05;9.44E-05;2.62E-05;0.349197692;0.00526749;0.343930203;0.057976438;0.021316872;0.036659566;5.37E-07;0.318094497;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=63d50c1e-287e-4c1d-bdc7-a5858e7f558e;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;63d50c1e-287e-4c1d-bdc7-a5858e7f558e;Rigips Bauplatte impr. RBI - 15 mm (810 kg/m³ u. 12,15 kg/m²);;1;m2;810;12.15;;0.082304527;;;B1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=63d50c1e-287e-4c1d-bdc7-a5858e7f558e;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;63d50c1e-287e-4c1d-bdc7-a5858e7f558e;Rigips Bauplatte impr. RBI - 15 mm (810 kg/m³ u. 12,15 kg/m²);;1;m2;810;12.15;;0.082304527;;;B2;0;0;0;0;0;0;0;0;0;0;0;0;0;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=63d50c1e-287e-4c1d-bdc7-a5858e7f558e;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;63d50c1e-287e-4c1d-bdc7-a5858e7f558e;Rigips Bauplatte impr. RBI - 15 mm (810 kg/m³ u. 12,15 kg/m²);;1;m2;810;12.15;;0.082304527;;;B3;0;0;0;0;0;0;0;0;0;0;0;0;0;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=63d50c1e-287e-4c1d-bdc7-a5858e7f558e;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;63d50c1e-287e-4c1d-bdc7-a5858e7f558e;Rigips Bauplatte impr. RBI - 15 mm (810 kg/m³ u. 12,15 kg/m²);;1;m2;810;12.15;;0.082304527;;;B4;0;0;0;0;0;0;0;0;0;0;0;0;0;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=63d50c1e-287e-4c1d-bdc7-a5858e7f558e;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;63d50c1e-287e-4c1d-bdc7-a5858e7f558e;Rigips Bauplatte impr. RBI - 15 mm (810 kg/m³ u. 12,15 kg/m²);;1;m2;810;12.15;;0.082304527;;;B5;0;0;0;0;0;0;0;0;0;0;0;0;0;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=63d50c1e-287e-4c1d-bdc7-a5858e7f558e;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;63d50c1e-287e-4c1d-bdc7-a5858e7f558e;Rigips Bauplatte impr. RBI - 15 mm (810 kg/m³ u. 12,15 kg/m²);;1;m2;810;12.15;;0.082304527;;;B6;0;0;0;0;0;0;0;0;0;0;0;0;0;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=63d50c1e-287e-4c1d-bdc7-a5858e7f558e;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;63d50c1e-287e-4c1d-bdc7-a5858e7f558e;Rigips Bauplatte impr. RBI - 15 mm (810 kg/m³ u. 12,15 kg/m²);;1;m2;810;12.15;;0.082304527;;;B7;0;0;0;0;0;0;0;0;0;0;0;0;0;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=63d50c1e-287e-4c1d-bdc7-a5858e7f558e;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;63d50c1e-287e-4c1d-bdc7-a5858e7f558e;Rigips Bauplatte impr. RBI - 15 mm (810 kg/m³ u. 12,15 kg/m²);;1;m2;810;12.15;;0.082304527;;;C1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=63d50c1e-287e-4c1d-bdc7-a5858e7f558e;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;63d50c1e-287e-4c1d-bdc7-a5858e7f558e;Rigips Bauplatte impr. RBI - 15 mm (810 kg/m³ u. 12,15 kg/m²);;1;m2;810;12.15;;0.082304527;;;C2;0.002298084;4.59E-12;1.19E-06;1.04E-05;2.41E-06;0.032570908;0;0.032570908;4.29E-05;0;4.29E-05;4.89E-11;0.032301394;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=63d50c1e-287e-4c1d-bdc7-a5858e7f558e;;
